,price,artist,title,yearCreation,signed,condition,period,movement
463,1.500 USD,Laura Newman,Biomorphic Furniture ,1989,[nan],Not examined out of frame. Sheet undulation. Numerical inscriptions in pencil at back of frame.,Post-War,Abstract
464,1.500 USD,Robert Parker,Irish Interior,[nan],Signed in ink lower middle,Not examined outside of frame. Paper has a noticeable seam across the middle of the image.  ,Post-War,Expressionism
465,800 USD,Mary Jo Vath,Untitled ,2003,Signed and dated in pencil recto.,This work is in good condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Realism
466,800 USD,Stuart Nielsen,Shell/Butterfly,1978,Signed and dated in pencil upper left.,This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Expressionism
467,800 USD,Marcia Scanlon,Millhollow,[nan],Signed in pencil lower right corner.,This work is in very good condition.Not examined outside of frame.Light smudges to frame.,Post-War,Realism
468,800 USD,Neil Winokur,Tools,1990,[nan],This work is in good condition.Minor wear to finish.Back is lined with paper that is unaffixed in some areas.,Post-War,Realism
469,1.500 USD,Willie White,Untitled,1986,[nan],Not examined outside of frame. No obvious defects to artwork.,Post-War,Expressionism
470,800 USD,Elspeth Lamb,Anaktos,1989,[nan],This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Abstract
471,1.500 USD,Leatrice Rose,Bananas,[nan],Signed in pencil lower right corner,This work is in very good condition.Not examined outside of frame.Slight rippling to paper.Smudge on top of frame.,Post-War,Realism
472,680 USD,David Fokos,Moonrise,2001,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to the photo.Not examined out of frame.Chips to frame.,Contemporary,Realism
473,680 USD,Suzanne Song,"Untitled, Replica V3",2008,Signed and dated verso,This work is in very good condition with no obvious signs of wear.,Contemporary,Minimalism
474,680 USD,David Fokos,Canal,2001,Signed and dated lower right recto,This work is in very good condition with no obvious signs of wear to photo.Not examined out of frame.Chips to frame.,Contemporary,Realism
475,900 USD,Philip Read,Cabbage Encompassing Earth,1990 - 1999,[nan],"This work is in overall good condition.Moderate wear to frame, more pronounced at corners.Slight marks to canvas.",Post-War,Surrealism
476,2.600 USD,Henry Schouten,Hens and Chicks,Late 19th Century ,Signed Henry Schouten on lower left,This work is in overall good condition.Small hole to canvas.Scratch to paint.,19th Century,Impressionism
477,800 USD,Alan Turner,White Landscape,1978,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.Small pinholes in all four corners.Light smudges to mat.,Post-War,Expressionism
478,1.500 USD,Paul Narkiewicz,Nursery,1980,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
479,1.500 USD,Diane Sophrin,View Of Living Room,1983,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
480,1.875 USD,William Lee Hankey,Coombe Village,Early 20th Century ,Signed Wm Lee-Hankey on bottom right,This work is in very good condition.Small nicks to frame.Not examined out of frame.,Modern,Impressionism
481,800 USD,Ron Trujillo,Atlantis Explosion No 4,1987,Signed R Trujillo on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Some scuffs and marks at corners of wood frame.,Post-War,Expressionism
482,800 USD,Joan Nelson,Untitled,1990,Signed Joan Nelson 90 in pencil in lower right recto,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor scuffs to plexiglass at bottom.Minimal signs of wear to frame.,Post-War,Expressionism
483,800 USD,Claire Van Vliet,Summer 2,1985,Signed lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
484,1.500 USD,Sandy Walker,Beach Pastel,1979,Signed SW 79 in pencil on bottom center recto,Artwork not examined outside of frame.No obvious signs of wear to artwork.Two dents on white mat at bottom left.,Post-War,Expressionism
485,1.500 USD,Alan Turner,Autumn Covering Summer,1979,"Signed and dated in pencil, lower right",Artwork not examined outside of frame.Small pinholes in all four corners.Yellowing to paper.,Post-War,Expressionism
486,800 USD,John Shaw,Brooklyn Bridge,1983,Signed John Shaw in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Not obvious signs of wear to artwork.Some surface scratches to plexiglass.Minimal surface wear to frame.,Post-War,Expressionism
487,800 USD,Steven Barbash,Birds,1977,Signed and dated lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
488,800 USD,JOHN BELLANY,Untitled,1987,Signed John Bellany in pencil on bottom right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Surrealism
489,3.000 USD,Irene Mamiye,Rays,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art
490,1.500 USD,Mel Pekarsky,Blue Hills,1977,"Signed and dated lower right, MP '77",This work is in good condition.Artwork not examined outside of frame.Two small holes at top right and left corners.,Post-War,Expressionism
491,800 USD,Mary Jo Vath,Lure,1989,Inscribed 14/30 M.Vath 1989 in pencil recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Expressionism
492,3.000 USD,Irene Mamiye,Rays,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art
493,1.500 USD,Margo Sawyer,Ascension,1987 - 1989,[nan],This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
494,3.000 USD,Irene Mamiye,Rays,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small chip to frame.,Contemporary,Pop Art
495,800 USD,Jack Knox,Whale,1986,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
496,800 USD,Jack Beal,Spotted Salamander,1973,Signed Jack Beal in pencil on lower right recto,"This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuffs and marks to wood frame, more significant wear at top right corner.Surface wear to plexiglass and frame.",Post-War,Expressionism
497,2.160 USD,Oskar Laske,Meadow Scene,Early 20th Century ,Signed O. Laske on bottom right,This work is in very good condition.Not examined out of frame.,Modern,Impressionism
498,1.500 USD,Joseph Sweeney,University Of PA Boathouse,1993,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Smudges to mat.,Post-War,Realism
499,800 USD,Steven Campbell,Lobster,1986,Signed Steven M Campbell in pencil on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.Scratch to plexiglass across bottom.Minor separation of mitered corner of frame at lower right.,Post-War,Expressionism
500,3.000 USD,Irene Mamiye,Rays,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small mark to frame.,Contemporary,Pop Art
501,800 USD,Susana Solano,Plaça Del Joc De La Pilota IV,Circa 1987,Inscribed in pencil on lower right recto,Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Expressionism
502,800 USD,Deborah Brown,Todd,2001,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism
503,800 USD,DON NICE,Bullfrog,1972,Signed Nice in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor discoloration to paper edges.Pin holes at corners of paper from previous hanging.Minor rippling of paper.Minor surface wear to frame.,Post-War,Realism
504,800 USD,David True,Fragile Wings,1989,Signed David True 89 in pencil on lower right rector,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism
505,4.500 USD,Ernst Haas,"NYC, USA",1953,Signed on verso by the artist's son,"This work is in excellent condition. The colors remain bright and saturated with no apparent fading.The Haas Studio label is signed by Alexander Haas, the photographer's son and is titled, dated, editioned '1/15', and annotated in ink.",Post-War,Realism
506,800 USD,Susana Solano,Plaza Del Joc III,1988,Inscribed in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism
507,800 USD,Deborah Brown,Sadie I,2001,Signed in pencil bottom right,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Realism
508,1.500 USD,Sandy Walker,Ocean Series I,1978,Signed SW 78 in pencil on lower center recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism
509,7.000 USD,Horst P. Horst,Nails In Technicolor,1941,[nan],"This piece is in overall very good condition. There are a few soft small creases that do not appear to break the emulsion, which are visible only in raking light.",Modern,Realism
510,1.500 USD,Donald Sanders,Night Venture,1987,[nan],Artwork not examined outside of frame.No obvious signs of wear to artwork.Some marks and scuffs on lower right corner of frame.Minor surface wear to frame.,Post-War,Expressionism
511,3.000 USD,Irene Mamiye,Rays,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small mark to frame.,Contemporary,Pop Art
512,1.500 USD,Victoria Scalfani,Shadow I,21st Century ,Signed V Scalfani in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.,Contemporary,Expressionism
513,800 USD,Marcia Scanlon,Parthenon,1986,Signed in pencil at bottom,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Paint drip on inside of glass frame.,Post-War,Realism
514,800 USD,Norman Stevens,Stonehenge,1976,Inscribed 21/25 Stonehenge Norman Stevens in pencil recto,This work is in very good condition.Not examined out of frame.Minor creasing to sheet.,Post-War,Realism
515,800 USD,Susana Solano,Plaça Del Joc De La Pilota II,1987,Inscribed in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism
516,800 USD,Joan Nelson,Untitled (451 Ca),1990,Signed Joan Nelson 90 in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minimal signs of wear to frame.,Post-War,Expressionism
517,800 USD,Marcia Scanlon,Delphi Tholos II,1985,Signed in pencil lower right,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
518,800 USD,Jack Knox,Dove,1986,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
519,800 USD,Anthony Gross,Homage To Constable (Salisbury),1976,"Numbered, titled and singed in pencil recto",This work is in good condition.Not examined out of frame.Scattered scratches to plexiglass.Faint burn marks at edges of paper.Sheet undulation.,Post-War,Impressionism
520,1.500 USD,Billy Sullivan,Palisades #4,1986,Inscribed Palisades #4 Bill Sullivan in pencil recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Realism
521,800 USD,T.L. Solien,Fragments Of Hope,1982,Artist signature and date incorporated in work,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
522,800 USD,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.Separation of frame at corner and crack to frame.,Post-War,Conceptual 
523,1.500 USD,Richard Haas,New York Central Building,1974,Signed Richard Haas in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling and discoloration to paper edges.Minor wear to frame finish.,Post-War,Traditional
524,800 USD,Forrest Moses,Untitled,1979,Moses in pencil at lower right recto,This work is in good condition overall.Artwork not examined outside of frame.Minor rippling and discoloration to paper.,Post-War,Expressionism
525,800 USD,June Redfern,Seal,1986,Signed lower right recto,Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract
526,1.500 USD,David Dewey,"Morning Shadows, Marshall Point",1984,[nan],This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Impressionism
527,1.500 USD,Jon Imber,"Red Bramble, Drumlin Farm",Circa 1989,Signed and dated in pencil recto,This work is in very good condition.Not examined out of frame.Minor sheet undualtion.,Post-War,Surrealism
528,1.500 USD,Mary Armstrong,Tide Pool Shuffle,1984,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
529,1.500 USD,Billy Sullivan,Daisy On Carpet,1981,Inscribed Billy Sullivan in pastel lower right corner recto,This work is in very good condition.Not examined out of frame.Sheet undulation due to artist's chosen working materials.,Post-War,Realism
530,1.500 USD,James Romberger,Third Street Garden,1990,Signed JAMES lower right recto,Not examined out of frame.Adhesive residue marks throughout plexiglass.Minor soiling and marks to paper.Minor sheet undulation.Blemish to frame at bottom right side.,Post-War,Realism
531,1.500 USD,Alberto Morrocco,"Berthed Boats, Camogli",1988,Artist signature and date lower left recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism
532,1.500 USD,Mary Jo Vath,Wave,1985,Artist name inscribed verso,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Nicks and chips to frame.,Post-War,Expressionism
533,800 USD,Lucy Sallick,Indian Island II,1989,Inscribed 2/15 Indian Island II Lucy Sallick 1989 in pencil recto,This work is in good condition.Not examined out of frame.Small scattered scratches to plexiglass.,Post-War,Expressionism
534,800 USD,Gregory Crane,New Moon and Poplars,1990,Signed Gregory Crane 1990 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of artwork.,Post-War,Expressionism
535,1.500 USD,John Andre Gundelfinger,Untitled No. 4,1977,Signed in paint lower right corner recto,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism
536,800 USD,Steven Sorman,I Am Too,2000,[nan],This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
537,800 USD,June Redfern,Wolf,1986,Signed lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract
538,800 USD,Richard Chiriani,"A Schoharie Marsh, Spring",1984,Signed and dated recto,"This work is in very good condition.Small sticky mark to plexiglass on lower left corner, suggest cleaning.No visible signs of wear to artwork.Not examined out of frame.",Post-War,Realism
539,800 USD,Richard Mock,Alaskan Wildlife,2001,"Inscribed 5/100 ""Alaskan Wildlife"" Richard Mock 2001 in pencil recto",This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Contemporary,Conceptual 
540,800 USD,Antonio Frasconi,"Ice Crusher, Cart",1952,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Conceptual 
541,800 USD,Richard Crozier,"Palms III Ojai, CA",1979,Signed Richard Crozier 1979 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
542,1.500 USD,Marilyn Duke,September,1984,[nan],Not examined out of frame.One small surface mark and one minor indentation to frame.Faint surface marks at top right corner.No visible signs of wear to artwork.,Post-War,Expressionism
543,1.500 USD,Ella Delyanis,"Study, Storm Over Bell Pond",1983,Bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious sign of wear to artwork.,[nan],[nan]
544,1.500 USD,T.L. Solien,Blood Tug,Late 20th Century ,[nan],This work is in very good condition.Not examined out of frame.No visible signs of wear to art.,Post-War,Expressionism
545,800 USD,Gregory Crane,A Brilliant Entrance,2003,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Expressionism
546,800 USD,Joseph Soloman,Garden Scene,1979,Inscribed Joseph Soloman 79 bottom right corner recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.One small mark to frame on left side.,Post-War,Expressionism
547,800 USD,June Redfern,Lion,1986,Signed lower right recto,This work is in very good condition.Not examined out of frame.Small nick to frame at top center.Small chip to paper.,Post-War,Abstract
548,800 USD,Paul Davis,Max,1977,Inscribed He Paul Davis 77 in pencil recto,This work is in good condition.Not examined out of frame.Horizontal adhesive residue mark across the top of the image.Scattered surface scratches to plexiglass.,Post-War,Expressionism
549,800 USD,Judith S. Miller,Eric Shows Me The Hidden Parks,2006,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
550,800 USD,MICHAEL MAZUR ,The Net,1977,Signed Mazur in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor wear to frame surface.,Post-War,Impressionism
551,800 USD,Len Jenshel,Painted Rock State Park: Arizona,1988,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
552,800 USD,Billy Sullivan,Islands #8,1986,Signed and numbered in pencil recto,This work is in very good condition.Not examined out of frame.Small black mark at right corner of matte.,Post-War,Realism
553,800 USD,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
554,800 USD,Lizbeth Mitty,Nightride Overpass,2001,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Impressionism
555,800 USD,Sandra Clark,Gamberaia #10,[nan],[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Expressionism
556,800 USD,John Gundelfinger,Untitled No 2,1979,Signed John Gundelfinger in pencil on white backing at lower left,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
557,800 USD,Darina Karpov,Crawlers,2012,Signed and dated lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Conceptual 
558,1.500 USD,Sally Amster,The Cove and Beyond,1981,Artist signature and date lower right recto,"No visible signs of wear to artwork.Not examined out of frame.Frame is loose, has been taped for adherence.Chips to finish on wood frame.",Post-War,Expressionism
559,800 USD,Donna Dennis,Entrance,1986,"Signed and dated in pencil, lower right.",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
560,1.500 USD,Susan Laufer,Lifeline Drawing Series #28,1988,Artist signature bottom right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Abstract
561,1.500 USD,Joseph A. Salvatore,Book Of Jeremiah,1981,[nan],This work is in good condition.Not examined out of frame.Mark at bottom right corner of frame.,Post-War,Conceptual 
562,800 USD,MICHAEL MAZUR ,Wakeby Island,1985,Signed lower right recto,This work is in good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism
563,800 USD,"Peter Howson, O.B.E.",Stag,1986,Signed lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
564,800 USD,Richard Haas,Grand Central Station,1972,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Traditional
565,1.500 USD,Richard Garrison,Untitled (Yellow),2009,[nan],This work is in very good condition.Not examined out of frame.No visible signs of wear to artwork.,Contemporary,Conceptual 
566,800 USD,Gregg Saunders,Untitled Landscape,Late 20th Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
567,1.500 USD,Eugene Charlton-Rafalsky,Untitled Landscape,1974,"Signed and dated in pencil, lower right",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Expressionism
568,800 USD,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
569,800 USD,Yvonne Jacquette,Fog River IV,1976,Signed lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Post-War,Expressionism
570,800 USD,Richard Ballard,Cypress,1990,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,[nan]
571,800 USD,Gregory Amenoff,Beacon Pink,1986,"Signed, dated, and titled lower right recto",This work is in very good condition.No obvious signs of damage to art.Not examined out of frame.,Post-War,Abstract
572,1.500 USD,Ray Ciarrocchi,"Cove at Bremen, Maine",1978,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Impressionism
573,800 USD,Anne Ross,Passageway,2008,[nan],This work is in good condition.Not examined out of frame.Numerical pencil inscription at back.A few small marks to finish on frame.,Contemporary,Surrealism
574,1.500 USD,Terence LaNoue,Deccan Suite #15,1979,Signed in pastel recto,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Abstract
575,800 USD,Frances Ashforth,"Horizon Series, Wind Series 1",2011,Signed Frances B Ashforth '11 in ink on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism
576,800 USD,Len Jenshel,Monument Valley ,1987,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
577,800 USD,Bruce Mclean,Spider,1986,Signed and dated lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism
578,1.500 USD,Susan Wilmarth,Untitled,1977,[nan],This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Abstract
579,1.500 USD,John Berens,Trees and Darkness,1990,[nan],This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism
580,800 USD,Bill Jensen,Original Face,2011,[nan],This work is in very good condition.Artwork not examined outside of frame.Very minor rippling of paper.,Contemporary,Abstract
581,1.500 USD,Barbara Apel,Landscape No 8,1984,Apel inscribed at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor scuffs and wear to frame finish.,Post-War,Expressionism
582,1.500 USD,Dennis Leon,Djerassi #8,Circa 1983,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
583,1.500 USD,George Atkinson,North Of Pawnee,1989,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Impressionism
584,1.500 USD,John Berens,Romantic Landscape,1990,[nan],This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism
585,1.500 USD,Gwynn Murrill,Vicenza,Late 20th Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
586,800 USD,Karen Kunc,Current's Edge,1987,"Signed, numbered and dated in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract
587,1.500 USD,Keith Jacobshagen,Evening XXIII,1990,Signed K JACOBSHAGEN in ink at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.,Post-War,Expressionism
588,1.500 USD,Angelo Ippolito,An American Collage X,1976,Signed Ippolito 76 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Not obvious wear to artwork.Minor wear to frame surface.,Post-War,Surrealism
589,1.500 USD,Giora Dublon,Judean Hills,1989,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
590,800 USD,Alan Herman,"Untitled, Green Wall",1980,"Signed, dated and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism
591,800 USD,Gregory Crane,Red Island With Rainbow,2000,"Titled, dated and signed in pencil recto",This work is in very good condition.Not examined out of frame.Minor adhesive residue to plexiglass.No visible signs of wear to artwork.,Contemporary,Expressionism
592,800 USD,Richard Haas,Bayard-Condict Building,1970,"Signed, titled, dated, and numbered in pencil recto",This work is in good condition.Not examined out of frame.Minor surface scratches to plexiglass.Frame shows minor wear at edges.No visible signs of wear to artwork.,Post-War,Traditional
593,800 USD,Sandra Clark,Huntington #13,[nan],[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Contemporary,Surrealism
594,800 USD,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
595,1.500 USD,Nancy Brett,Roaring River 73,1989,[nan],This work is in very good condition.Artwork not examined outside of frame.Small pin holes at corners from previous hanging.No other signs of wear to artwork.,Post-War,Expressionism
596,800 USD,Adrian Wiszniewski,Landscape,1991,Inscribed 18/30 with indecipherable signature in pencil recto,This work is in good condition.Not examined out of frame.A few minor marks to finish on frame.Pencil and marker inscription at back of frame.,Post-War,Surrealism
597,800 USD,John Benton Harris,Brooklyn Heights NYC,2006,"Title, date, edition and artist signature with copyright on a piece of paper affixed verso.",This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
598,800 USD,Freya Hansell,Untitled,1989,Signed Freya Hansell 1989 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear of artwork.,Post-War,Expressionism
599,800 USD,Joel Janowitz,Pale Water,1987,"Titled, signed and dated in pencil recto",This work is in good condition.Not examined out of frame.Minor sheet undulation.Minor surface scratches to plexiglass.,Post-War,Expressionism
600,1.500 USD,John Andre Gundelfinger,Untitled No. 16,1977,[nan],This work is in good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism
601,1.500 USD,Bernard Chaet,Untitled Landscape #22,1978,Artist signature and date lower right recto,This work is in very good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism
602,800 USD,Konrad Cramer,Gas Station With Tree,1931,"Numbered, signed, and dated in pencil recto",This work is in overall good condition.Not examined out of frame.Minor sheet undulation at top.Minor surface wear to plexiglass.,Modern,Realism
603,800 USD,Francis Ruyter,Beyond The Forest,2012,Signed by artist lower right recto,This work is in very good condition.Not examined out of frame.Slight ripple effect to paper through printing process.,Contemporary,Pop Art
604,1.500 USD,Charles Hawes,Miss Kim,1970,Charles Hawes inscribed at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor marks and scuffs to frame finish.,Post-War,Realism
605,1.500 USD,Alex Stohlberg,Night Barn,1990,Signed T.H.K recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Minimalism
606,800 USD,Frances Ashforth,"Horizon Series, Wind Series 4",2011,Signed Frances B Ashworth 2001 in ink at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism
607,800 USD,Antonio Frasconi,High Derricks,1954,Artist signature lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism
608,1.500 USD,Stephen Lack,Red Citroen,1989,Signed and dated in pigment recto,This work is in good condition.Not examined out of frame.Minor sheet undulation.Small nicks to frame.,Post-War,Expressionism
609,1.500 USD,Peter Schroth,Landscape Study (Pines),1989,Inscribed Peter Schroth 9/89 in pencil lower right corner recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Surrealism
610,1.500 USD,Judy Ledgerwood,"Untitled, Evening Drawing",1989,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract
611,1.500 USD,Judy Ledgerwood,"Untitled, Terra Cotta Red",1989,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract
612,800 USD,Alan Herman,"Untitled, Pink Wall",1980,"Signed, dated, and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism
613,800 USD,Susan Hall,Solitary Oak,2012,Artist signature and date lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism
614,1.500 USD,Michele Boll,Hess,1980,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism
615,800 USD,Malcolm Morley,Erotic Fruitos,1993,Signed and dated in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
